"LD1","Trait"
-4.69452070892874,"Algae"
2.06328719229367,"Corals"
1.60617600957536,"Silt"
0.917274799745243,"Artificial"
0.894014021460645,"Sand"
0.767279839465822,"Rocks"
-0.713629713208345,"Habitat breadth"
-0.508002803043295,"Seagrass"
-0.50485849319228,"MaxN"
0.0766821532826682,"Temperature range"
-0.00865083560926738,"Depth range"
0.00831933055977731,"Min. depth"
0.00787162942424223,"Commonness"
