"(Intercept)","scale(artificial)","scale(B_prime_std)","scale(corals)","scale(depth_range)","scale(gravel)","scale(macroalgae)","scale(mean_MaxN)","scale(min_depth)","scale(n_presence)","scale(rocks)","scale(sand)","scale(sbt_max)","scale(sbt_min)","scale(sbt_range)","scale(seagrass)","scale(silt)","df","logLik","AICc","delta","weight"
-2.82039282870769,NA,NA,-1.48214765568031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0970266427540173,NA,4,-40.9539627963339,90.2385041050645,2.04748622742798,0.000965385458656106
-3.05389963280295,NA,NA,-1.62883832951794,NA,NA,NA,0.414451898485235,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.8757420839749,90.2514841679499,2.06046629031333,0.000959140364025915
-2.87765065146473,NA,NA,-1.66230667860046,NA,NA,NA,NA,NA,NA,NA,-0.159980286212237,NA,NA,NA,NA,NA,4,-40.961618835666,90.2538161837286,2.06279830609209,0.000958022650552435
-2.79759554304582,NA,NA,-1.2677550033169,0.515291944160663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242653060037672,NA,5,-39.8782833593544,90.2565667187089,2.06554884107236,0.00095670601871432
-2.81935924983511,NA,NA,-1.51167422938146,NA,NA,NA,NA,-0.744662709280759,NA,-0.114778415802873,NA,NA,NA,NA,NA,NA,5,-39.8792671091808,90.2585342183616,2.06751634072511,0.000955765322115441
-2.94051760303164,NA,NA,-1.47920652193216,0.344180173753517,NA,NA,0.299077171403677,-0.654456687075876,NA,NA,NA,NA,NA,NA,NA,NA,6,-38.7854976300838,90.2768776131088,2.08585973547227,0.000947039408707966
-2.86605627226794,NA,NA,-1.29916960051636,NA,NA,0.349249509629498,NA,-1.00583390796651,0.143930758992559,NA,NA,NA,NA,NA,NA,NA,6,-38.7967006791004,90.2992837111419,2.10826583350536,0.000936488889133507
-2.81215996020447,NA,0.378052844287117,-1.18495750785463,NA,NA,0.32932486403725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.9009954537994,90.3019909075989,2.11097302996235,0.00093522211697586
-2.7549230240938,NA,NA,-1.28017113394904,0.363392066265632,NA,0.198579827123288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,-39.9014722691205,90.302944538241,2.11192666060451,0.000934776295037686
-2.81626834228496,NA,NA,-1.42248113333497,NA,NA,NA,NA,NA,0.33270832046358,NA,NA,NA,NA,NA,NA,-0.502624260401755,5,-39.902875653679,90.3057513073581,2.11473342972154,0.000933465364504554
-2.86945712541906,NA,NA,-1.56573898805019,NA,NA,NA,NA,-0.834480729471037,NA,NA,NA,NA,NA,NA,-0.0712873267901852,NA,5,-39.9074439181793,90.3148878363586,2.12386995872208,0.000929210773265815
